Chemical	Day	Hour	Reading
Appluimonia	3	20	0.590557289
Chlorodinine	14	4	0.590496789
Methylosmolene	28	14	0.590299756
Methylosmolene	12	10	0.590139
AGOC-3A	31	11	0.590128267
Chlorodinine	27	5	0.589906511
Appluimonia	27	13	0.589647122
AGOC-3A	1	3	0.589511
AGOC-3A	20	3	0.5890907
Chlorodinine	24	23	0.588989722
Appluimonia	4	2	0.588459
Appluimonia	12	8	0.588287222
AGOC-3A	24	0	0.5881529
Chlorodinine	7	12	0.588136356
Appluimonia	9	6	0.587755778
Chlorodinine	20	12	0.587061556
AGOC-3A	24	16	0.587008644
Chlorodinine	26	16	0.586975011
Appluimonia	22	18	0.586618667
Methylosmolene	21	11	0.586471311
Appluimonia	22	9	0.586109844
Methylosmolene	15	21	0.586096978
Methylosmolene	13	0	0.586011111
Appluimonia	24	18	0.585935242
Methylosmolene	23	7	0.585883689
AGOC-3A	31	9	0.585713478
Methylosmolene	31	13	0.585568033
Appluimonia	13	21	0.585473811
Chlorodinine	17	7	0.585333567
Appluimonia	16	10	0.585247
AGOC-3A	9	4	0.585224944
Chlorodinine	10	10	0.5845993
Methylosmolene	18	12	0.584561989
Methylosmolene	14	1	0.584474767
Appluimonia	19	11	0.584220111
Appluimonia	2	21	0.584092411
Methylosmolene	6	20	0.584032197
AGOC-3A	10	7	0.583896
Chlorodinine	8	19	0.583691279
AGOC-3A	29	23	0.5836469
Appluimonia	2	14	0.583562733
Methylosmolene	2	17	0.583507556
Chlorodinine	14	18	0.583109601
AGOC-3A	20	14	0.582966111
Chlorodinine	15	11	0.582787333
Appluimonia	4	1	0.582766197
AGOC-3A	16	12	0.582576778
Appluimonia	23	8	0.582437892
Methylosmolene	27	16	0.582420107
Appluimonia	31	20	0.582257
Appluimonia	23	12	0.582164467
AGOC-3A	20	20	0.582151111
Appluimonia	24	11	0.582070489
AGOC-3A	23	17	0.581998911
AGOC-3A	21	22	0.581773556
Methylosmolene	1	10	0.581432689
Methylosmolene	21	18	0.580974678
Methylosmolene	24	6	0.58084236
Chlorodinine	16	6	0.580646933
Appluimonia	12	17	0.580462544
Chlorodinine	4	21	0.580324989
Appluimonia	1	15	0.580249456
Methylosmolene	26	7	0.580233916
AGOC-3A	4	13	0.580025489
Methylosmolene	14	7	0.579786889
AGOC-3A	29	4	0.579632989
AGOC-3A	3	6	0.579608556
Appluimonia	7	16	0.579203444
AGOC-3A	15	17	0.579198111
Methylosmolene	17	19	0.579004678
Chlorodinine	15	10	0.578826244
Methylosmolene	29	18	0.578697222
Methylosmolene	29	22	0.57859627
Appluimonia	20	16	0.578453667
Chlorodinine	26	1	0.578080378
Chlorodinine	10	2	0.578072511
Appluimonia	30	14	0.578042611
AGOC-3A	25	1	0.577940689
Chlorodinine	31	8	0.577842767
Methylosmolene	10	20	0.577623556
AGOC-3A	29	5	0.577610456
Methylosmolene	8	23	0.577481278
AGOC-3A	10	19	0.577083711
Appluimonia	17	21	0.576981889
Appluimonia	2	4	0.576912367
Appluimonia	3	9	0.576480456
Methylosmolene	12	21	0.576457911
Methylosmolene	11	5	0.576136044
Methylosmolene	18	17	0.575997111
AGOC-3A	3	0	0.575946578
Appluimonia	4	19	0.575936556
Methylosmolene	31	3	0.5758966
Chlorodinine	14	9	0.575843044
Methylosmolene	24	7	0.575725978
Chlorodinine	2	2	0.575381333
AGOC-3A	20	15	0.575221789
Methylosmolene	31	23	0.575024111
Appluimonia	29	2	0.574947778
Methylosmolene	19	11	0.574947449
AGOC-3A	20	21	0.574945433
Appluimonia	15	11	0.574859878
Chlorodinine	28	7	0.574685356
Chlorodinine	26	18	0.5743798
AGOC-3A	30	12	0.574056
AGOC-3A	26	7	0.573832767
AGOC-3A	28	6	0.5738138
Methylosmolene	13	14	0.573712444
Appluimonia	19	15	0.573700933
Chlorodinine	15	3	0.573587933
Methylosmolene	3	9	0.573472967
Appluimonia	19	20	0.573338778
Chlorodinine	5	2	0.572891222
Appluimonia	25	11	0.572739778
Chlorodinine	18	21	0.572431656
Appluimonia	1	22	0.57242867
Chlorodinine	2	14	0.572274633
Chlorodinine	27	18	0.572197333
AGOC-3A	19	5	0.572154041
AGOC-3A	29	7	0.571908144
Appluimonia	21	0	0.57184327
Methylosmolene	14	4	0.571751144
Appluimonia	17	15	0.571688178
Methylosmolene	7	22	0.571514667
Methylosmolene	24	13	0.57131275
Methylosmolene	3	17	0.571015689
Chlorodinine	23	17	0.570864833
Methylosmolene	6	11	0.570453833
AGOC-3A	28	2	0.570439889
AGOC-3A	8	1	0.570363556
AGOC-3A	28	3	0.570131422
Methylosmolene	26	14	0.570080433
Methylosmolene	29	10	0.569062133
Appluimonia	3	4	0.568938967
AGOC-3A	3	20	0.568865667
Chlorodinine	24	8	0.568774778
Chlorodinine	9	3	0.568622689
Appluimonia	29	4	0.568253333
AGOC-3A	14	3	0.568171556
Appluimonia	29	14	0.568094033
Methylosmolene	18	9	0.5680936
AGOC-3A	19	1	0.567627444
Appluimonia	27	17	0.567451611
Chlorodinine	18	11	0.567029267
Methylosmolene	21	14	0.566991
Appluimonia	27	1	0.566938
Appluimonia	15	18	0.566787333
Chlorodinine	27	4	0.566671756
Methylosmolene	16	5	0.566617144
AGOC-3A	13	10	0.566456522
AGOC-3A	29	8	0.566088612
AGOC-3A	6	8	0.565839322
Appluimonia	8	13	0.565785344
Chlorodinine	20	1	0.565766433
AGOC-3A	16	8	0.565730722
AGOC-3A	10	23	0.565694411
Methylosmolene	26	15	0.565493611
AGOC-3A	30	6	0.5653
AGOC-3A	31	4	0.565127322
AGOC-3A	26	19	0.565056422
Methylosmolene	4	22	0.5650468
Appluimonia	30	19	0.5648168
Appluimonia	20	4	0.564689578
Appluimonia	9	13	0.564647574
AGOC-3A	26	2	0.564570044
AGOC-3A	30	8	0.564550156
Appluimonia	17	1	0.564539111
AGOC-3A	12	16	0.563986778
Appluimonia	20	22	0.563695444
Chlorodinine	23	22	0.563546422
Chlorodinine	7	23	0.563402356
Methylosmolene	27	23	0.563340278
Appluimonia	9	10	0.563053222
Chlorodinine	15	21	0.562976733
Chlorodinine	20	23	0.562911644
Appluimonia	15	0	0.562874433
AGOC-3A	6	9	0.562848333
Methylosmolene	28	23	0.562483
Appluimonia	9	14	0.562185289
Appluimonia	25	9	0.561774767
Methylosmolene	8	10	0.561764756
Appluimonia	8	14	0.561431778
AGOC-3A	12	12	0.561172556
Methylosmolene	4	17	0.5611363
Methylosmolene	26	10	0.5609979
Appluimonia	1	17	0.560992778
Methylosmolene	14	19	0.560598713
Chlorodinine	25	12	0.560385778
Methylosmolene	11	13	0.560088389
Chlorodinine	17	3	0.559511422
Chlorodinine	3	16	0.559323989
Methylosmolene	28	22	0.559106889
Methylosmolene	7	18	0.559099778
Chlorodinine	19	5	0.558983789
Chlorodinine	27	6	0.558616121
Methylosmolene	15	2	0.558528769
AGOC-3A	25	4	0.558269333
Methylosmolene	4	1	0.558129393
Appluimonia	21	15	0.557662778
Chlorodinine	14	23	0.557443389
AGOC-3A	23	10	0.557323646
Chlorodinine	20	9	0.557300519
Appluimonia	8	18	0.557210337
Methylosmolene	20	0	0.557153322
AGOC-3A	22	10	0.557059889
Appluimonia	1	21	0.556527389
Methylosmolene	21	3	0.556473022
Methylosmolene	31	15	0.556351467
Chlorodinine	16	3	0.556056
Appluimonia	23	0	0.555935333
Appluimonia	7	19	0.555871489
Methylosmolene	29	0	0.555722011
Chlorodinine	10	4	0.555382656
Chlorodinine	10	1	0.555324367
AGOC-3A	26	20	0.555261556
Appluimonia	20	13	0.555136356
Methylosmolene	9	18	0.555127422
Methylosmolene	6	8	0.554945778
Methylosmolene	30	8	0.554883633
Methylosmolene	1	3	0.5545557
Methylosmolene	29	21	0.554368333
Chlorodinine	25	22	0.554195889
Appluimonia	11	1	0.554102078
Chlorodinine	3	18	0.554024444
AGOC-3A	11	13	0.553503744
Methylosmolene	27	2	0.552913889
Chlorodinine	7	22	0.5527272
AGOC-3A	18	12	0.552619322
Methylosmolene	15	11	0.552555244
AGOC-3A	1	5	0.552525856
AGOC-3A	18	20	0.552508781
Chlorodinine	25	17	0.552191056
Appluimonia	25	4	0.551183333
Appluimonia	22	12	0.550882711
Chlorodinine	3	17	0.550611978
Methylosmolene	31	12	0.550373289
Methylosmolene	3	21	0.549634622
Methylosmolene	18	18	0.549144963
Methylosmolene	5	12	0.549067778
AGOC-3A	12	8	0.548976844
Methylosmolene	5	7	0.548843767
Methylosmolene	6	17	0.548443333
Appluimonia	17	17	0.548290133
Chlorodinine	4	20	0.548288044
Appluimonia	17	19	0.547950389
Chlorodinine	15	15	0.547930444
Appluimonia	24	23	0.547615744
Chlorodinine	13	23	0.547478722
Methylosmolene	4	6	0.547441989
Methylosmolene	11	20	0.547239567
Chlorodinine	30	11	0.547107467
Appluimonia	5	1	0.547058444
Appluimonia	29	0	0.546878967
AGOC-3A	20	11	0.546720244
Methylosmolene	13	15	0.546270062
Chlorodinine	20	20	0.5462425
Methylosmolene	17	15	0.546232689
Appluimonia	13	8	0.545971667
Chlorodinine	28	5	0.545636367
Appluimonia	8	4	0.545624067
AGOC-3A	25	22	0.545533111
Methylosmolene	6	13	0.545487444
AGOC-3A	28	20	0.544971344
AGOC-3A	14	14	0.544931333
Chlorodinine	31	14	0.544903456
Chlorodinine	5	7	0.544576178
AGOC-3A	15	12	0.544304833
AGOC-3A	9	10	0.544027256
AGOC-3A	5	8	0.543699778
Chlorodinine	31	11	0.543561278
Methylosmolene	10	3	0.542892378
Methylosmolene	7	2	0.542778144
AGOC-3A	26	5	0.542441389
Appluimonia	24	7	0.542152556
Chlorodinine	4	12	0.541935578
Methylosmolene	6	5	0.541578602
Appluimonia	1	11	0.541503733
AGOC-3A	8	4	0.541308667
Methylosmolene	25	7	0.541243144
Appluimonia	9	17	0.540941389
Chlorodinine	7	10	0.540912011
AGOC-3A	14	22	0.540711522
Chlorodinine	28	19	0.540702944
Methylosmolene	28	6	0.540569441
Methylosmolene	24	0	0.540172711
Chlorodinine	21	3	0.540129582
Chlorodinine	20	18	0.5398601
Appluimonia	23	22	0.539705322
AGOC-3A	1	0	0.539565778
Appluimonia	24	3	0.539513322
Appluimonia	13	7	0.539341689
AGOC-3A	2	21	0.539172093
Chlorodinine	11	1	0.538971344
Methylosmolene	2	13	0.538907778
Appluimonia	7	5	0.538829144
Methylosmolene	30	18	0.538737111
Chlorodinine	28	13	0.538130678
Chlorodinine	22	15	0.538060778
Methylosmolene	17	17	0.538000367
Appluimonia	6	16	0.537927
AGOC-3A	7	19	0.5378019
Methylosmolene	20	19	0.537556689
AGOC-3A	9	16	0.537508478
Appluimonia	4	15	0.537328267
Appluimonia	30	4	0.537135578
Methylosmolene	14	11	0.536945022
Methylosmolene	25	17	0.536920011
AGOC-3A	13	22	0.536344667
Chlorodinine	16	16	0.536239144
Appluimonia	14	23	0.535578589
Methylosmolene	22	12	0.535507233
AGOC-3A	19	0	0.535319489
Chlorodinine	6	2	0.5352073
Appluimonia	21	20	0.535165422
AGOC-3A	10	20	0.535056222
Chlorodinine	28	10	0.534874944
Appluimonia	2	23	0.534272652
Chlorodinine	28	20	0.534257578
AGOC-3A	6	17	0.534217833
AGOC-3A	28	11	0.533508389
Appluimonia	22	6	0.5334805
Appluimonia	3	17	0.532765478
Chlorodinine	11	5	0.532578367
Chlorodinine	26	21	0.5325719
Methylosmolene	26	0	0.53180832
Appluimonia	9	20	0.5315693
Appluimonia	25	2	0.531494644
Appluimonia	22	11	0.531461822
Appluimonia	9	16	0.531238727
Methylosmolene	9	21	0.530927522
Chlorodinine	20	8	0.530899556
Methylosmolene	29	15	0.530819556
Chlorodinine	4	9	0.530631522
Chlorodinine	13	2	0.530563889
Chlorodinine	6	21	0.530526822
Methylosmolene	1	8	0.530508333
Appluimonia	30	5	0.530459889
Methylosmolene	24	12	0.530313822
Methylosmolene	6	10	0.529974222
Appluimonia	13	3	0.529935111
Chlorodinine	14	15	0.529827667
Methylosmolene	1	23	0.529681889
Chlorodinine	13	6	0.529204701
Appluimonia	31	2	0.529053333
Methylosmolene	19	0	0.5286541
Methylosmolene	24	16	0.528475144
Chlorodinine	15	22	0.528474444
Methylosmolene	23	20	0.528446822
Appluimonia	19	10	0.528323333
Chlorodinine	5	0	0.528000589
Methylosmolene	16	15	0.527729
Chlorodinine	17	4	0.527684106
Appluimonia	20	2	0.527659444
Methylosmolene	20	17	0.527599837
AGOC-3A	17	20	0.527510778
Appluimonia	4	10	0.527494878
Chlorodinine	20	3	0.527161
Appluimonia	16	18	0.526599967
Appluimonia	1	6	0.526553633
Chlorodinine	15	14	0.526337278
Methylosmolene	31	6	0.526177133
Methylosmolene	6	14	0.526154778
AGOC-3A	4	2	0.526071411
Chlorodinine	24	4	0.5259192
Chlorodinine	26	0	0.525636978
Appluimonia	2	18	0.524735344
AGOC-3A	30	11	0.523502644
Appluimonia	7	17	0.522880744
AGOC-3A	9	14	0.522875189
Appluimonia	17	2	0.522496963
Appluimonia	6	17	0.522431089
Methylosmolene	15	14	0.522388204
AGOC-3A	30	14	0.522040756
Chlorodinine	10	13	0.521962022
Methylosmolene	4	8	0.521864078
Chlorodinine	31	3	0.521257622
Methylosmolene	16	16	0.5211337
Appluimonia	18	3	0.521132322
Appluimonia	19	0	0.521065122
Chlorodinine	17	12	0.520808333
Methylosmolene	16	21	0.520486333
Methylosmolene	26	16	0.520476944
Chlorodinine	4	23	0.519989589
Appluimonia	15	21	0.519886722
Chlorodinine	23	1	0.519557267
Chlorodinine	7	5	0.519404556
Chlorodinine	19	17	0.519390667
AGOC-3A	29	0	0.519252667
Chlorodinine	2	19	0.519150778
Chlorodinine	17	15	0.519117667
AGOC-3A	1	22	0.519109222
Appluimonia	15	4	0.519042344
Appluimonia	10	12	0.518725111
Methylosmolene	31	0	0.517750044
AGOC-3A	25	23	0.517069611
Chlorodinine	8	0	0.516798667
Methylosmolene	16	8	0.516586444
Chlorodinine	26	6	0.515445267
Chlorodinine	8	13	0.515309769
AGOC-3A	16	16	0.514513344
Chlorodinine	3	19	0.514221389
Appluimonia	7	23	0.514150367
Chlorodinine	29	23	0.513873411
AGOC-3A	12	1	0.513613867
Methylosmolene	17	8	0.51319375
Chlorodinine	9	8	0.512849121
Methylosmolene	20	8	0.512820728
AGOC-3A	27	15	0.512770367
Methylosmolene	17	5	0.512725011
Chlorodinine	9	6	0.512606833
Methylosmolene	15	17	0.512542467
AGOC-3A	9	11	0.512519452
AGOC-3A	22	11	0.512409357
Chlorodinine	27	7	0.512131022
Appluimonia	21	7	0.511697411
AGOC-3A	4	19	0.510089733
Appluimonia	28	18	0.509613922
Appluimonia	20	8	0.509268311
Methylosmolene	9	17	0.509039981
Methylosmolene	24	14	0.508812911
Appluimonia	9	8	0.508690433
Chlorodinine	29	5	0.507730422
AGOC-3A	13	2	0.507522633
Methylosmolene	24	19	0.507404878
Methylosmolene	22	4	0.506481103
Appluimonia	10	23	0.506345856
Appluimonia	29	1	0.506235767
Methylosmolene	31	9	0.5059702
Chlorodinine	7	17	0.505782
Methylosmolene	9	0	0.505285378
Methylosmolene	8	5	0.505268811
Appluimonia	12	23	0.505192856
AGOC-3A	21	3	0.505127133
Methylosmolene	13	18	0.504978
Methylosmolene	3	12	0.504890344
AGOC-3A	26	9	0.504321889
Appluimonia	18	12	0.503135189
Appluimonia	14	19	0.502865778
AGOC-3A	19	9	0.502673878
AGOC-3A	2	10	0.502198667
Methylosmolene	22	19	0.501793556
Chlorodinine	1	20	0.501665656
Appluimonia	19	18	0.5014531
Appluimonia	5	20	0.501371571
Appluimonia	12	3	0.500745722
Appluimonia	6	22	0.500400533
Methylosmolene	23	14	0.5003507
Appluimonia	28	23	0.500049878
AGOC-3A	10	5	0.499470267
AGOC-3A	30	18	0.499244578
Appluimonia	26	20	0.498914267
Chlorodinine	6	6	0.498906733
Methylosmolene	3	15	0.498820711
Methylosmolene	10	5	0.498531889
Chlorodinine	10	14	0.497924
Methylosmolene	1	14	0.496296967
Chlorodinine	19	9	0.495522644
Appluimonia	2	9	0.494819544
Methylosmolene	6	3	0.493538289
AGOC-3A	28	21	0.493019778
Appluimonia	3	16	0.492358654
Methylosmolene	6	18	0.4920648
Chlorodinine	25	7	0.491651978
AGOC-3A	27	12	0.491497456
Methylosmolene	25	13	0.491333833
Appluimonia	27	11	0.490624722
Appluimonia	15	10	0.4904114
Methylosmolene	21	19	0.490076978
Methylosmolene	25	5	0.4898153
Methylosmolene	18	15	0.489179944
Methylosmolene	28	17	0.488670077
AGOC-3A	30	9	0.4886133
AGOC-3A	5	19	0.488546578
AGOC-3A	19	14	0.488439244
Appluimonia	2	10	0.488031
AGOC-3A	28	16	0.487074422
AGOC-3A	2	13	0.486862544
Chlorodinine	31	22	0.486732344
Appluimonia	10	17	0.486694511
Chlorodinine	30	5	0.486174022
Chlorodinine	29	20	0.486145689
Methylosmolene	5	19	0.483127807
Appluimonia	26	9	0.482364111
Chlorodinine	4	11	0.481810756
Methylosmolene	19	17	0.481713567
Methylosmolene	18	0	0.481543389
Methylosmolene	9	12	0.481449778
Chlorodinine	16	9	0.481301333
Appluimonia	23	2	0.481205604
Methylosmolene	31	2	0.481071844
Appluimonia	10	22	0.479505044
Methylosmolene	3	13	0.478974667
Appluimonia	11	5	0.478202211
Appluimonia	29	8	0.476877511
Appluimonia	2	2	0.475732089
Methylosmolene	29	11	0.475568656
Chlorodinine	1	22	0.474411467
Appluimonia	10	21	0.474045444
Methylosmolene	7	21	0.4739421
Chlorodinine	25	18	0.473847967
Appluimonia	15	13	0.4736458
Chlorodinine	21	19	0.473554011
Methylosmolene	26	8	0.473215422
Appluimonia	23	9	0.472924956
AGOC-3A	7	16	0.472919167
Chlorodinine	14	16	0.472757889
Methylosmolene	30	2	0.472017304
Methylosmolene	28	3	0.471666922
Appluimonia	17	6	0.471662867
Methylosmolene	15	7	0.471590689
Methylosmolene	8	3	0.471381978
Methylosmolene	2	21	0.470113944
AGOC-3A	9	5	0.469608233
Chlorodinine	2	15	0.469498333
AGOC-3A	22	0	0.468594489
Chlorodinine	22	21	0.467571067
Chlorodinine	7	7	0.467192111
Methylosmolene	3	4	0.466766778
Chlorodinine	9	4	0.466332467
AGOC-3A	23	7	0.465719211
Chlorodinine	2	23	0.465657289
Methylosmolene	15	6	0.464602911
Chlorodinine	9	21	0.464509078
Methylosmolene	10	10	0.463836944
Chlorodinine	8	8	0.463286911
Chlorodinine	8	4	0.463280322
Methylosmolene	2	18	0.462943833
AGOC-3A	19	17	0.461396167
AGOC-3A	28	17	0.460532989
Appluimonia	19	22	0.460407678
Appluimonia	3	13	0.459744422
AGOC-3A	1	1	0.459043433
Appluimonia	16	16	0.458854422
Appluimonia	12	14	0.458488144
Methylosmolene	7	9	0.45814398
Appluimonia	14	13	0.458093111
Methylosmolene	2	19	0.457386562
Methylosmolene	30	16	0.457339222
Appluimonia	1	1	0.456376256
Appluimonia	21	6	0.455350521
AGOC-3A	30	2	0.454866633
Methylosmolene	16	4	0.454370222
Appluimonia	6	12	0.454201111
Methylosmolene	12	15	0.454108762
AGOC-3A	22	12	0.453851667
AGOC-3A	14	4	0.45371208
Appluimonia	17	0	0.453110289
Appluimonia	19	21	0.452815678
AGOC-3A	30	1	0.452441156
AGOC-3A	23	15	0.451443167
Methylosmolene	18	8	0.451231662
Methylosmolene	18	11	0.45050731
AGOC-3A	14	11	0.448752678
Methylosmolene	5	0	0.448656444
AGOC-3A	15	6	0.447165767
Methylosmolene	5	23	0.447113589
Chlorodinine	6	8	0.446633831
AGOC-3A	26	3	0.445386244
AGOC-3A	15	7	0.445008922
Appluimonia	22	1	0.444824522
Methylosmolene	23	6	0.443400677
Appluimonia	25	21	0.442959689
Chlorodinine	10	12	0.4426189
Methylosmolene	27	1	0.442253744
Methylosmolene	4	7	0.442105589
Chlorodinine	1	14	0.4393523
Methylosmolene	17	10	0.43827905
Chlorodinine	22	8	0.437330111
Appluimonia	2	11	0.437007656
AGOC-3A	9	23	0.436371933
Chlorodinine	5	17	0.434524111
Methylosmolene	24	20	0.430872028
Chlorodinine	9	15	0.427432978
AGOC-3A	19	3	0.4269539
Methylosmolene	9	13	0.426766958
AGOC-3A	30	20	0.426247973
Appluimonia	28	11	0.423495489
Appluimonia	18	14	0.421976656
Appluimonia	14	9	0.420639278
AGOC-3A	13	4	0.420318733
AGOC-3A	16	13	0.419157422
Chlorodinine	4	3	0.415754589
Appluimonia	1	2	0.414801689
Chlorodinine	1	12	0.413957902
Methylosmolene	22	15	0.413478
AGOC-3A	6	18	0.411509333
Methylosmolene	6	4	0.409895589
Methylosmolene	31	18	0.409343611
Methylosmolene	28	9	0.408866333
Methylosmolene	17	9	0.408863125
Chlorodinine	27	14	0.405346278
AGOC-3A	2	1	0.404836822
AGOC-3A	23	3	0.402946144
Methylosmolene	4	12	0.397670656
AGOC-3A	7	11	0.380859133
Appluimonia	3	1	0.379312233
AGOC-3A	16	9	0.378060022
Chlorodinine	30	13	0.372475987
Appluimonia	4	13	0.371519056
Appluimonia	18	4	0.369263378
Methylosmolene	5	13	0.369142712
AGOC-3A	10	0	0.358290556
Methylosmolene	12	18	0.317059101
Methylosmolene	18	10	0.248683637
